processed_text,label
many thing fall aro tolbukhin en la mente del asesino inside killer mind hard talk without giving kind warning let u say movie like exercise cinema really really great done made super 8 black white shot 35 milimeters color interview flashback aro tolbukhin like movie made documental viceversa peculiar aspect relay doubt leaf wondering really ever existed movie follows later life hungarian sailor arrived guatemala worked religious mission killed people act got caught death penalty sentenced movie start french documentalists got interested character interview prior death nowadays people got involved make deeper research character one witness movie main part history guided semi slow phase go look inside aro mind mainly order decode done nevertheless important thing filmmaker never give u sided point view left judging u even may understand action clearly never justify first half based upon recollecting information later thing turn aro childhood giving movie incredible new force even tough never got weak boring not mean not want spoil anything thing left say chance get movie near believe trip see worthy,1
got unique twist two genre ever seen giant monster movie genre living mummy movie genre unique blend make unique compelling story cast outstanding including tom bosley far know never horror movie ever effect impressive idea giant mummy filled smaller mummy cool one one complaint wish saw giant mummy think great job dialog character story perfect acting wonderful got best movie come sci fi channel heard best movie come sci fi channel give fallen one 9 10,1
without kirsten miller project need not completed however awe inspiring beauty talent miss miller would definitely recommend looked actor playing strong performance wagner dismal attempt honor film bit disappointing scene not detract entertained mostly criticism writing plot line group talent assembled heroic job salvaging disaster charismatic miller delivery timing impeccable believable play fine line assertive bossy never offensive fact structural engineer claim wish seen big screen ala fortunate rent lost,1
sure titanic good movie first time see really see second time opinion film definetly change first time see movie see underlying love story think ooh romantic second time not one think annoying sit watching movie thinking n ship going sink even not impressive see several time acting film not bad definetly not great either glad dicaprio not win oscar film mean think anthony hopkins denzel washington 1 half good movie not film less 20 million everyone suprised hardly film enough eye worst character film kate winslet performance hand wonderful also tink director talented put film magnitude together one lesson learned movie many love story filmmaker not try add crummy romance every single movie possible 100 give film mere 71,1
saw movie stunned great movie movie think would ever give 10 star rating sure movie always top 5 acting superb leonardo dicaprio kate winslett best not think anyone could better job kate rainy day cannot decide rent well one love acting special effect much much not seen movie go rent buy not regret,1
people bitch movie not awful movie like godfather titanic greatest movie 21st century great acting directing effect music generally everything movie always dumped one day one said not like world decided agree nothing wrong movie say movie not heavily oscar awarded movie time money ever made ever sadly one underrated movie ever seen apart truly best movie time movie come close like star war lord ring trilogy anything master hitchcock spielberg tim burton good movie director none match james cameron masterpiece titanic,1
two comment seven year apart hardly evidence film relentless pulling power mentioned low budget telemovie status 13 gantry row mitigating factor limited appeal said however thing not without merit either entertainment fright outing per se true plot basic working amityville horror without much horror case intrigue gibney might made worthwhile impression played halifax investigating couple seemingly unconnected murder house main suspect script better average production overall high standard fails engage viewer particularly key moment picked dvd mere 3 95 last week regular video store cannot begrudge expenditure 10 95 would acceptable price film not expect firework,1
inexplicable firstly hatred towards movie may not greatest movie time gimme break got 11 oscar reason made eighteen hundred million dollar reason damn good movie brings inexplicable aspect no idea whatsoever movie left impression saw theater rewatched tv video none impact saw big screen twice maybe three time actually might appeal movie yes capital epic spectacle order gone wind ben hur ben hur gone wind seem kinda hokey hammy acting excessive melodrama not titanic none well acting actually good melodrama quite heavy handed time reason titanic work emotional ride usually enjoy movie stimulate mind give visual thrill movie not exactly dumb not cerebral visual thrill simply mean end fuel emotion audience not cry bambi mom died not react tearjerker tearjerker power ten million emotional rollercoaster regular one would make buzz aldrin scream like little girl sure see video decided hate ready supply cynicism thoroughly dislike movie let disbelief suspend bit give epic melodrama benefit doubt enjoy completely look top ten grossing film time single one bad single one worth score 1 10 no not even phantom menace movie made 1 8 billion dollar worldwide cannot bad not possible 10 10 p anyone even consider comparing spiderman spiderman fun movie total 9 11 kneejerk caused gross much simply not anything special no one remember 50 year pretty sure titanic remembered,1
previously wrote loved titanic cried ending many time guy 60 also wondered great movie many award applauded many critic given 7 0 rating imdb com user well looked breakdown user rating 29 0 vote gave 10 rating 10 7 gave 1 rating 10 7 irrational imdb user effect pulled overall rating 7 0 previous comment blamed unusual voting pattern sudden surge 1 rating high 10 rating dropping gradually suddenly reversing course jumping 1 rating level one thing hatred leonardo dicaprio believe tuned enough chat room see banter young people young men mostly defame left right absolutely hate man no part giving credit titanic answer one user not talking someone really not like movie much gave 5 6 etc everyone entitled taste no one convince imdb rating 7 0 overall titanic pulled level inordinate number ridiculous 1 rating fair reflection overall motion picture let demonstrate point comparing imdb user voting pattern titanic 5 randomly chosen box office critical bomb many 5 prove point heaven gate 1980 pulled theater quickly poor box office showing imdb voter rating 23 2 10 rating 9 2 1 rating overall rating 6 1 big top pee wee 1988 got 4 3 10 rating 9 9 1 rating overall rating 4 5 cat people 1982 got 6 1 10 rating 2 6 1 rating overall rating 5 8 blind date 1987 got 3 0 10 rating 2 8 1 rating overall rating 5 3 jumpin jack flash 1986 got 4 4 10 rating 3 7 1 rating overall rating 5 2 film common titanic percentage 1 rating lower titanic none stinker ever nominated single award titanic got 10 7 1 rating compare 5 movie mentioned explanation hatred leo factor,1
loved movie since 7 saw opening day touching beautiful strongly recommend seeing movie watch family far mpaa rating pg 13 thematic element prolonged scene disastor nudity sexuality language,1
movie titanic make much night remember writes tragic history event always talked never forgotten criticised no idea could ever make movie like titanic moving touching every time watch could ever replace epic masterpiece almost impossible director no doubt major impact film simple disaster film boring watch converted unbelievable romance yes not romance type either not bother never see romance like guaranteed everything amazing effect music sublime acting movie creates amazing visual wonderful feeling everything look real live legend titanic shown brilliantly class look accommodation acting real effect dicaprio winslet simply best playing role no one could done better partly reason film great guess not much talk plot simple acting brilliant based true story probably half consumer watch film share tear thanks un imaginable ending never forgotten well not seen film missing something hesterical film idolise hollywood could get better no not moving film time not listen people see understand landmark surprised cry,1
problem film heard lot criticism saying overlong overrated true three hour long amazed go quickly not think overrated think imdb rating perfectly decent film look sumptuous gorgeous costume excellent effect direction james cameron rarely slip focus leonardo dicaprio give one best performance jack kate winslet lovely rose david warner great actor steal every scene story rich detail hot character development obvious love story moving need though first bit movie little slow last hour extremely riveting confess edge seat titanic sank also say last five minute moving music score james horner lovely though never huge fan song heart go 1996 miniseries good suffered undeveloped scenario historical inaccuracy overall give titanic 8 5 10 bethany cox,1
think james cameron might becoming favorite director second review movie anyway everyone remembers rms titanic big fast unsinkable april 1912 news one biggest tragedy ever well james cameron decided make movie star two fictional character spotlight instead ship well onto main review let remind opinion zero fact fact present event film two main character jack leonardo dicaprio rose kate winslet not annoying much watch find could become annoying main villain guess bad luck fate hand god no blasphemy intended plain caledon hockley billy zane combine get oh yes get love story sinking boat supporting character following personal favorite mr andrew victor garber idk nice lovejoy david warner murdoch ewan stewart lightoller jonathan phillips captain smith bernard hill molly brown kathy bates many also got present day treasure hunter brock lovett bill paxton add something story something good action awesome especially second half drama also good end eye dropping rainstorm silent tear story simple work treasure hunter seek heart ocean instead find drawing woman wearing said diamond call tell tale rms titanic two lover separated social class ultimately fate ship everything story work flaw give titanic 86 awesome,1
titanic long well made tragic adventure love story take place ill fated voyage unsinkable ship writer director james cameron done great job making movie fictional love story two different people combining real event titanic sunk hitting iceberg april 15 1912 claiming thousand life perished icy freeing water north atlantic two lead film great role including leonardo dicaprio kate winslet make good screen couple dicpario winslet also genuine chemistry together made romance eventually blossom much believable showed real talent one came continued show recently film well rest supporting cast including billy zane kathy bates france fisher jonathan hyde bill paxton small role equally impressive character help bring life film love story action suspense special effect magnificent done especially time horror situation character felt real really happened making want survive life death situation pacing little slow time little long rest movie made flaw titanic make great date movie sure make girl cry almost every time watch fact really happened definitely added movie making feel sorry life lost titanic sunk atlantic hitting iceberg overall titanic tragic heartbreaking story two people fall love ill fated ship thats brought life exceptional performance cast especially dicaprio winslet definitely make movie worth time watch,1
ship may sunk movie director james cameron terminator amazing picture one favorite scene dinner table scene rose family friend meet jack save rose look face every woman meet one hope look room future husband jack rose connection movie stuff good movie stuff greedy mom elite stuck associate live husband wealth rose almost commits suicide gilbert grape star rescue really liked hanging boat scene good risk movie long fantastic good story good flow good actor go see twice want worth,1
titanic one time favorite movie problem movie still enjoyable stumble across someone asks like titanic suppose first reaction wait minute know many people not like movie not saying not see love story cheesy well yes not enjoyable moving right love story jack rose unrealistic everyone know love like not actually exist movie not everyone enjoy watching beautiful story let u slip slightly fantasy next complaint dicaprio winslet terrible actor well ok movie agree not perform full potential however think unfair say terrible actor personally think talented actor unfortunately famous movie not amazing role given simple character seem real enough care quite bit agree many people not well could expected finally one going complain not like movie hate romance hate history tragic movie sorry earth go see movie clearly thing like people complain dark knight bad movie hate action movie simply movie not dislike genre good movie well deserving oscar particular best cinematography find best ever seen movie save maybe lord ring trilogy know writing fails constant screaming name throughout movie flashback portion story quite weak time overall amazing achievement making titanic look real sinking feel epic understand lot people dislike movie part boil disliking fundamental idea love story rather thinking movie poorly constructed tell read five book titanic including memoir form day happened movie extremely historically accurate save fault main one find piping threaded copper not steel iceberg look fairly unrealistic scene hit give movie 10 10 not like romance movie simply outstanding cinematic achievement leaf one feeling horrified realistic adaptation event,1
titanic classic really surprised movie not solid ten overall imdb user ranking maybe cool not give titanic credit nowadays first made really something movie came people flocked theater came video sister would watch twice day month safe say obsessed good reason disaster scene hard forgot like frozen baby guy committed suicide killing someone unruly crowd many people died ship convey film immediacy emotion needed hard challenge james cameron stepped let u not forget amazing romance jack rose whether not relationship figment someone imagination lovely barely knew would die trusted sure hell giving romeo juliet run money never let go jack titanic great film core powerful story told brilliant acting excellent cinematography beautiful music crew full hard dedicated worker really blow mind someone say hate movie,1
another aussie masterpiece delf world unknown supernatural well not resort big special effect overkill like american flick focus emotional impact relatively simple plot rebecca gibney co bring life follows story couple buy old house supposedly home old woman never went outside whose husband disappeared mysterious circumstance century ago strange thing begin happen house john adam begin turn man disappeared actually mass murderer highly recommended 8 10,1
personally film go top four time no exception james cameron proved time time master storyteller film alien abyss terminator clear brilliant confidant director far action science fiction go see story add strange quality film titanic much different stroke brilliance film exceptionally moving allows room surprise plot development interesting character development story everyone know story famed voyager sinking maiden voyage legend challenge cameron make truthful interesting entertaining film acting wonderful leonardo dicaprio play jack kate winslet play rose became superstar overnight release film film get annoyed supporting character not given lot film purposeful elderly rose gloria stuart tell story quickly apparent rose jack story alone no one else emotionally entirely satisfying leave no dry eye theater home music become iconic legendary composer james horner finest soundtrack ever evokes much film audience song long become annoying still appreciate phenomenon film one problem usual james cameron problem dialogue memorable bad way cheesy point aside james cameron delivered masterpiece romantic epic sweep away journey lifetime heart not go one,1
back 1997 remember year clinton ban cloning research unfortunate death princess diana marlin world series woman gave birth septuplets also big year release titanic one biggest film time tale ship dream boy girl fall love torn apart social class height emotional commitment ship meet disaster not think anybody could expected titanic huge movie bigger life million fan 85 teenage girl 12 year old time course saw movie multiple time film made believe love jack rose shared real beautiful time felt titanic could no wrong course grew not watch film since 14 couple year ago saw film dvd 5 99 figured good price see thought movie worth hype really best movie time leonardo real nose ok know silly say watch film completely honest titanic great movie best movie time no depends idea good movie titanic delivered romance humor disaster emotion never let u go maiden voyage film start brock lovett team exploring wreck rms titanic searching necklace set valuable blue diamond called heart ocean unsuccessful instead discover drawing young woman reclining nude wearing heart ocean dated day titanic sank 101 year old rose dawson calvert learns drawing contact lovett inform woman drawing granddaughter elizabeth lizzy calvert visit lovett skeptical team salvage ship asked knew whereabouts necklace rose calvert recall memory aboard titanic revealing first time rose dewitt bukater 1912 upper class 17 year old rose board ship fianc cal hockley mother ruth dewitt bukater stress importance rose engagement cal since marriage mean eradication dewitt bukater debt outward appearance upper class rose mother financially broke distraught frustrated engagement controlling cal pressure mother putting go marriage rose attempt suicide jumping stern leap drifter artist named jack dawson intervenes jack rose strike tentative friendship thanks saving life share story adventure traveling sketching bond deepens leave stuffy first class formal dinner rapport building wealthy much livelier gathering irish dance music beer third class cal servant informs rose whereabouts rose forbidden seeing jack however witnessing woman encouraging seven year old daughter behave like proper lady tea rose defies mother asking jack sketch nude wearing heart ocean engagement present cal beautiful moment together first backseat fun time go deck ship witness ship fatal collision iceberg overhearing ship lookout discussing serious collision rose tell jack warn mother cal meanwhile cal discovers rose nude drawing taunting note safe frame jack stealing heart ocean lovejoy plant jack pocket upon learning cal intends leave jack die deck rose run away mother rescue jack rose return top deck cal jack though enemy want rose safe persuade board lifeboat realizing cannot leave jack rose jump back ship reunites jack ship first class staircase jack rose return top deck lifeboat gone ship finally go freezing atlantic taking jack rose titanic live hype still say great movie watch think still quite hater reason want trash movie ton award everyone love movie great acting amazing effect well written story still look flawless love hate admit movie not get lot hype leo baby face kate amazing ability cry sight film something special always hold special place heart seeing saw film 8 time theater released aside recommend movie great one sure go classic one day 10 10,1
james cameron titanic essentially romantic adventure visual grandeur magnificence timeless tragic love story set background major historical event astonishing movie exemplifies hope love humanity leonardo dicaprio terrific screen big charisma conveying passion trust insouciance ingenuity free spirited wanderer artistic pretension zest life kate winslet absolutely lovely confused upper class teen engaged nasty rich guy find one night plunged depth despair billy zane arrogant racist abusive ultra rich would lie cheat steal bribe money even use innocent young child escape defeat keep 56 carat blue diamond worn louis xvi kathy bates legendary unsinkable molly brown richest woman denver lot less uptight rich folk ship france fisheris impecunious cold snobbish mother deathly afraid losing social stature force daughter become engaged marry rich supercilious snob victor garber master shipbuilder real life character attempt fix time measure sense make history jonathan hyde white star chairman want titanic break trans atlantic speed record spite warning iceberg may floated hazardous northern crossing bill paxton opportunistic undersea explorer search rare diamond called heart ocean gloria stuart 101 year old woman reveals never told love story nightmare horror shock imprinted upon deeply lined face titanic loaded luminous photography sweeping visuals footage shipwrecked ocean liner lying motionless ocean floor incredible transformation bow sunken titanic take viewer back 1912 revealing meticulously created interior first sight titanic steamed steadily toward date destiny titanic leaving southampton dock dolphin appear jumping racing along front luxurious ship decaprio winslet flying ship front rail gorgeous magic moment intertwining past present jack drawing rose paper camera zoom closely young rose eye transform shape gloria stuart aged eye chilling scene titanic inevitable collision destiny james cameron one terrifying sequence ever put film take u titanic finally leaving u floundering icy water screaming help never come winner 11 academy award including best picture james cameron titanic gigantic epic not watch film experience visual effect amazing like no film decor overwhelming james horner music intensifies emotion whole movie hunting involving filled wide range deep feeling truly moving tribute lost life unfortunate ship,1
movie wrote film history every way no one care anyone think movie transcends criticism every flaw movie easily overcome many amazing thing movie going extremely beautiful movie doubt many u see anything like seen time care count still become transfixed every time feeling hard describe one age,1
